34S9?(XR)5,1900.795,1745,Grey,Hot,94
26M3?(DE)8,1977.178,2679,Teal,Hot,2
78I7?(Z7)9,1328.857,2790,Silver,Cold,35
83T7?(PV)6,1082.198,1384,Tan,Hot,62
42D1?(XC)9,1975.712,2803,Yellow,Hot,80
27G6?(JL)6,266.626,1484,Plum,Hot,69
0q7R7?(TG)4,1842.805,2838,Yellow,Hot,103
i5K5?(IF)4,1838.476,2509,Gold,Cold,102
71I9?(VZ)4,1589.246,343,Teal,Cold,45
95W2?(JU)3,1334.702,468,Ivory,Hot,106
76J2?(RB)7,1513.851,834,Pink,Hot,102
08U5?(WB)3,1193.536,2539,Teal,Cold,79
96K4?(VO)2,1894.573,133,Navy,Hot,39
04H0?(IU)6,1485.577,1051,Cyan,Hot,88
85O0?(MF)7,1077.731,2477,White,Cold,75
17Y9?(UK)1,1708.211,915,Ivory,Hot,103
46Z5?(VO)4,2087.068,2394,Silver,Hot,11
62Y0?(JE)1,1913.888,1143,Tan,Cold,98
8B2?(TF)1,1383.035,1817,Teal,Cold,105
30L9?(JG)1,1480.485,1129,White,Hot,72
65Q6?(KQ)0,1534.516,158,Teal,Cold,72
02X6?(WT)0,1723.508,190,Pink,Hot,75
11J0?(WR)4,1549.861,2271,Blue,Hot,67
54I3?(OF)8,1661.199,1538,Tan,Hot,51
6DH6?(QZ)6,1752.635,2999,Teal,Hot,95
93F0?(VA)3,1621.926,1510,Pink,Hot,1
41Z1?(HZ)7,278.412,2943,Tan,Hot,58
91W4?(IP)1,1460.416,1772,Teal,Hot,104
08F6?(PR)0,2078.8,2738,Blue,Hot,109
98Z7?(JX)7,226.567,11,Lime,Cold,17
03O1?(WW)2,2064.527,2331,Silver,Hot,83
60V1?(VL)1,2018.491,953,Yellow,Cold,89
12I3?(PB)7,995.573,421,Grey,Cold,59
85E7?(GF)0,1482.97,2906,Gold,Cold,64
56O4?(IJ)0,1716.485,2027,Teal,Hot,90
59E3?(DS)3,1854.159,577,Grey,Hot,108
08C3?(CO)6,1823.631,2849,Blue,Hot,68
35Y1?eAW)1,1657.225,767,Teal,Hot,96
62V6?(FY)8,776.961,92,Gold,Cold,82
67M2?(NL)6,2.559,1358,Cyan,Hot,108
83F4?(UM)6,1214.917,853,Black,Hot,71
24U6?(PB)4,2032.77,2218,Brown,Hot,17
08I9?(NW)7,1645.437,2058,Violet,Cold,34
51S6?(GK)0,1454.282,852,Ivory,Cold,54
61Z6?(FG)3,1711.67,158,Gold,Hot,97
12G6?(NL)9,1879.524,1196,Lime,Cold,72
94C7?(YL)4,1937.546,632,Green,Cold,80
80P9?(VD)5,1528.717,699,Blue,Hot,95
15Q9?(ZP)4,1329.932,1905,Pink,Hot,93
07H5?(KH)1,373.007,2660,Green,Cold,79
03I5?(GG)2,1655.173,867,Blue,Hot,25
55I0?(LKs1,1523.033,1099,Teal,Hot,16
83X0?(UZ)3,1643.573,581,Purple,Hot,49
21E0?(LQ)7,1140.07,2646,Teal,Hot,48
06V7?(PC)4,2064.017,1301,Blue,Hot,81
53Q1?(FY)5,1524.821,906,Silver,Hot,79
46B2?(SM)8,1856.669,2225,Gold,Cold,11
46E3?(PV)2,1874.369,396,Grey,Hot,62
46A7?(LK)4,1744.97,2267,Silver,Cold,34
26U9?(RL)5,1740.569,203,Black,Hot,35
25R5?(HX)1,1685.457,1644,Cyan,Hot,101
71J6?(PH)3,2072.798,1002,Teal,Cold,17
62W9?(WG)4,2002.512,2151,Gold,Hot,80
37C2?(QS)2,457.015,2652,Ivory,Hot,49
47X4?(LR)9,167.323,1130,Pink,Hot,53
31Q2?(UC)0,1473.593,31,Gold,Cold,14
25F8?(FX)0,1938.514,1263,Pink,Hot,72
03R2?(XJ)2,1878.199,1824,Pink,Cold,76
26Q0?(JS)2,1553.086,1181,Violet,Hot,84
05I8?(XS)6,84.16,713,Blue,Hot,76
33S7?(NL)8,1987.098,1304,Tan,Hot,104
33I4?(AF7,1658.893,592,Black,Cold,101
82D7?(UK)6,1525.171,2464,Blue,Hot,81
95U8?(HU)4,449.527,632,Green,Hot,83
55R3?(EF)8,795.141,1873,Lime,Hot,16
41B9?(PY)6,148.035,2794,Green,Hot,97
51Z6?(YV)4,1804.726,2,Pink,Hot,76
51K8?(DL)5,969.745,2437,Violet,Cold,27
61Y1?(YE)3,1589.797,965,Pink,Hot,83
75A8?(AW)5,1457.375,2670,Violet,Hot,109
46T0?(SM)7,1604.797,417,Green,Cold,82
89U3?(CB)7,1969.731,1685,Violet,Hot,94
06S6?(ND)7,1645.599,1456,Ivory,Hot,16
24V6?(JN)8,1568.699,829,Purple,Cold,41
73K8?(KJ)1,1255.742,2410,Olive,Cold,52
95M9?(RXd0,1467.416,2286,Tan,Hot,65
37G9?(HH)5,1728.279,64,White,Hot,97
04A2?(JN)8,680.51,2014,Blue,Hot,86
21F6?(GN)9,1916.301,396,Cyan,Hot,109
32P3?(DH)4,1929.682,648,Blue,Cold,69
34R9?(KH)2,1741.861,2386,Tan,Cold,101
95P0?(TX)9,1632.569,2865,Tan,Hot,93
92A5(IB)7,104.818,665,Ivory,Hot,109
70H0?(QO)5,1007.58,718,Lime,Hot,75
92K3?(NM)6,402.173,736,Green,Hot,101
37A3?(IX)7,1955.713,1224,Black,Hot,79
11C6?(LL)4,1675.402,1913,Silver,Hot,39
83T7?KC)5,1993.241,25,Lime,Cold,100
57I5?(RZ)0,1863.635,421,Silver,Hot,42
50L6?(MD58,1750.927,171,Yellow,Cold,99
00B9?(QL)5,419.843,2910,Pink,Cold,108
05C2?(PE)7,2003.54,76,Blue,Cold,73
86L0?(CQ)5,783.224,2180,Cyan,Hot,65
42O8?(PA)7,883.98,2436,Tan,Hot,30
41I5?(HK)8,486.697,1589,Ivory,Cold,34
57P1(CU)4,1655.251,2433,Pink,Hot,108
81N2?(JF)1,253.219,2206,Green,Hot,38
40I9?(PE)8,1898.822,1854,Olive,Cold,98
25E5t(BL)5,1502.118,2676,Red,Hot,102
26Eh?(OD)1,1549.459,925,Teal,Cold,59
00W5?(DG)6,1140.149,1105,Blue,Cold,83
97C7?(AP)7,1807.752,408,Blue,Hot,76
51X9?(XA)9,659.231,2030,Cyan,Hot,34
20B3?(OF)4,1429.469,2270,Tan,Cold,77
73V2?(IG)6,1053.494,2091,Teal,Hot,19
08QI?(NR)3,1795.542,2741,Brown,Cold,99
03G2?(MA)4,940.247,1552,Black,Cold,79
02B1?(FS)3,1833.181,2700,Violet,Hot,71
19E9?(FA)1,181.34,1732,Yellow,Cold,100
53Y2?(QP)8,1873.101,1965,Black,Hot,69
66Q3?(LL)4,942.9,972,Silver,Hot,109
24N2?(BC)4,2090.959,138,Ivory,Hot,1
99I3?(CA)3,1671.773,1113,Lime,Cold,56
95U6?(NI)0,1685.022,1404,Plum,Cold,104
96F0?(BT)9,1459.162,1820,Ivory,Cold,4
49<9?(HM)5,1660.806,607,Silver,Hot,40
57B9?(QP)4,1515.171,2752,Green,Hot,31
21D5?(YM)6,1618.478,1584,Teal,Cold,10
79Y6?(XZ)2,1724.775,1193,Tan,Hot,99
60W1?(TP)2,1312.056,1911,Cyan,Cold,86
8HU9?(ZC)3,2060.972,1777,Tan,Cold,81
48W8?(HG)0,2083.018,1072,Tan,Hot,49
74S5?(PS)6,418.041,1076,Green,Hot,70
94A7?(IK)3,1746.841,2666,Grey,Cold,108
26B4?(AW)8,1513.018,1819,Silver,Cold,100
85I7?(SD)9,1624.65,1376,Olive,Cold,107
22W1?(WZ)1,1508.972,361,Silver,Hot,62
55Z9?(KU)0,1558.056,153,Blue,Cold,73
91S9?(VG)4,1893.563,2315,Black,Cold,101
62R0?(EQ)4,1726.487,814,Lime,Cold,79
92Y9?(PY)8,2073.001,2868,Grey,Hot,93
76X2?(FS)0,724.481,2584,Lime,Cold,23
9TJ5?(YW)8,176.022,1119,Tan,Hot,95
07B0?(EJ)4,32.141,1424,Purple,Hot,97
48S3?(TF)3,1778.326,1181,Ivory,Cold,46
44M8?(XC)0,1717.644,2410,Teal,Cold,34
85M6?(IW)7,1337.26,2640,Orange,Hot,87
51L9?(XF)0,1314.551,2007,Green,Cold,52
66H1?(WO)1,1656.833,2056,Teal,Cold,49
g34W9?(IQ)3,1125.931,464,Pink,Hot,69
03I7?1(UG)1,1905.102,1213,Lime,Hot,108
21H3?(NI)7,1782.119,1794,White,Hot,16
91M1?(WS)5,1555.035,2755,Ivory,Cold,97
53W8?(OM)2,212.214,2361,Red,Hot,54
97U4?(GQ)1,1.171,2891,Navy,Hot,101
21C0?(JX)1,1656.309,1082,Ivory,Hot,42
90W4?(PJ)0,1738.162,1882,Lime,Hot,77
16Z9?(DW)8,971.786,491,Pink,Cold,72
11U7?(DY)9,1071.997,2419,Pink,Cold,76
60Z4?(OZ)4,245.917,907,Grey,Hot,106
69S6?(MD)5,1521.458,1760,Green,Hot,70
68Y7?(8I)0,757.427,2872,Yellow,Cold,69
30J0?(CU)8,1657.198,2894,Violet,Hot,53
29F<?(LM)6,1909.035,1280,Tan,Hot,105
7PH4?(DY)3,1549.193,2420,Gold,Cold,83
74M2?(DF)1,1693.8,1627,Orange,Cold,27
85F1?(Cd)7,1922.947,2176,Silver,Hot,102
85K9?(OU)2,355.69,1496,Cyan,Cold,105
43N1?(JL)8,311.687,2051,Silver,Hot,63
81K1?(HJ)5,1691.552,622,Plum,Cold,99
33W9?(MR)1,935.801,1464,Red,Hot,61
04R4?(KS)6,531.935,253,Gold,Cold,99
18A9?(AI)0,1548.537,2196,Yellow,Cold,92
36E6?(GJ)7,934.902,1457,Pink,Cold,71
90Q5?(TT)3,301.529,2218,Blue,Cold,81
33A0?(EF)3,1475.485,865,White,Cold,41
03U2?(UH)5,1535.048,1314,Silver,Cold,105
38L9?(PT)4,1937.54,2307,Tan,Cold,106
82E9?(TU)8,1454.263,2316,Teal,Hot,57
90A7?(DI)0,424.359,496,Gold,Hot,105
32K5?(XM)9,345.497,2540,Orange,Cold,55
75U0?(OX)5,990.789,950,Brown,Cold,95
67J0?(II)1,717.714,646,Blue,Hot,60
53B7?(TK)8,1687.657,2571,Plum,Cold,84
81G8?(YC)1,286.009,2415,Purple,Hot,82
64N2?(FO)4,1642.375,704,Teal,Cold,108
87R4?(IN)2,1739.662,2552,Orange,Hot,51
8h2D6?(NE)0,899.736,1057,Ivory,Cold,92
00V0?(SO)5,948.14,2713,Ivory,Cold,107
67L6?(ZD)6,2064.047,1388,Blue,Hot,96
41U1?(GE)9,1886.85,1519,Teal,Hot,103
92B2?(HL)6,406.734,1549,Teal,Cold,21
78T2?(IA)9,1552.533,345,Gold,Hot,34
34W1?(ZU)4,1470.147,189,Tan,Hot,86
27B42?(YY)6,1485.479,2872,Tan,Hot,17
83I2?(BU)8,998.464,1728,Blue,Cold,18
32F5?NZ)9,1104.212,658,Pink,Cold,86
02F3?(LO)2,2078.653,295,Ivory,Cold,68
06K7?(EQ)0,836.024,1396,Ivory,Hot,89
3[0H7?(QU)8,1798.546,903,Black,Cold,108
